"responseid","manip","num_reason","reason"
"R_RDiyEaZzpmPeFFL",5,1,"They were too busy giving contracts to friends."
"R_RDiyEaZzpmPeFFL",5,2,"They do not care one bit about anyone but themselves. They are a disgusting bunch of over privilaged, clueless, selfish people, who think it's fine to party while everyone is suffering."
"R_UyTQ2tsVguBRDah",3,1,"No one had a clue how to deal with it, hindsight is perfect"
"R_UyTQ2tsVguBRDah",3,2,"Government shouldn’t spoon feed everyone"
"R_OAVTMMtjcPdMUlr",1,1,"the pandemic was not predictable"
"R_OAVTMMtjcPdMUlr",1,2,"whicever party was in power would have faced the same problems"
"R_u4ekG4b1Nv5oyPL",2,1,"it has always been thus"
"R_u4ekG4b1Nv5oyPL",2,2,"that is my only reason"
"R_6LnCHWlZcKxe5t7",4,1,"the large-scale job losses were not taken into account"
"R_6LnCHWlZcKxe5t7",4,2,"the adverse affect on poorer families was not addressed"
"R_3F2U2golCyIgpRT",4,1,"benefits"
"R_3F2U2golCyIgpRT",4,2,"loss of income"
"R_3HzaDojl4TKhkkf",2,1,"Nobody could forecast the longterm effects of Covid so how could the government compensate for them."
"R_3HzaDojl4TKhkkf",2,2,"This government for all its many faults,didn't create the society we live in and can't be blamed for longstanding inequalities."
"R_1KehIIFLwqyaHL0",2,1,"We all make life choices the government doesn't tell us what to do"
"R_1KehIIFLwqyaHL0",2,2,"Not the government who chooses what jobs we do either"
"R_1KeQLsbbz3amQ3U",4,1,"Because only certain people rajed money in such as supermarket's"
"R_1KeQLsbbz3amQ3U",4,2,"Because prices went up and the poor struggled"
"R_22JkfCAy7J3n5DG",5,1,"They made the rules on how much help they could affored to give."
"R_22JkfCAy7J3n5DG",5,2,"They gave the money meant to help, to the people who didnt need it."
"R_1GHYyq4uswbtQsW",2,1,"The pandemic was, although badly planned for, an unknown event."
"R_1GHYyq4uswbtQsW",2,2,"People have responsibility for their own finances."
"R_8Jr5vlvh9BgkeAh",3,1,"-99"
"R_8Jr5vlvh9BgkeAh",3,2,"-99"
"R_1E0eNrxE6YRXvNY",3,1,"it was a pandemic it wasn't planned"
"R_1E0eNrxE6YRXvNY",3,2,"difficult to plan for"
"R_3D60dXBn9T6Uinn",3,1,"im not sure of the answer"
"R_3D60dXBn9T6Uinn",3,2,"i dont know"
"R_12mRYBaBP7L5OKr",5,1,"I believe the lockdown was a bit excessive and not really affective."
"R_12mRYBaBP7L5OKr",5,2,"The low income groups were not usually in a position to work from home."
"R_1F5ifPNmj6ph6eL",3,1,"Hid to now what they did"
"R_1F5ifPNmj6ph6eL",3,2,"Seem to do what was neede at the time"
"R_24BGKDyXd4ebZJh",5,1,"Policies geared towards certain industries and employers, not those for the low paid including care homes."
"R_24BGKDyXd4ebZJh",5,2,"Many workers were unable to access sickness pay"
"R_1NwvcxKqOPSbY6U",3,1,"Key Workers required to work putting themselves at risk."
"R_1NwvcxKqOPSbY6U",3,2,"Higher paid workers, were given a hybrid work option , also wealthy people did not need to work.                                        also with wealth didn't"
"R_25Yezbq6mUfAaKf",3,1,"Small businesses suffered"
"R_25Yezbq6mUfAaKf",3,2,"The furlough scheme was good"
"R_3EoQyVzU4a5T1Dv",3,1,"The Covid didn’t discriminate between rich and poor"
"R_3EoQyVzU4a5T1Dv",3,2,"The jobs market in hospitality cannot get staff so plenty of work available"
"R_32W6xKYeDaE134P",3,1,"Companies who released staff"
"R_32W6xKYeDaE134P",3,2,"Profiteering"
"R_3nMYHBQHbJNeiQf",5,1,"The personally benefitted themselves and their friends"
"R_3nMYHBQHbJNeiQf",5,2,"They were not watching the world news and the pandemic coming at us and they messed up how elderly were put into carehomes, which as i watched looked like Euthanasia"
"R_24MN5BXsi2SWbYm",4,1,"Furlough"
"R_24MN5BXsi2SWbYm",4,2,"Shop closures"
"R_YRoBFMNTN8NBRx7",4,1,"-99"
"R_YRoBFMNTN8NBRx7",4,2,"-99"
"R_O75xTcMwMuz7Tih",3,1,"i dont know"
"R_O75xTcMwMuz7Tih",3,2,"sorry i just dont know"
"R_3GkcCXHOQWQSKSQ",4,1,"Mismanagement"
"R_3GkcCXHOQWQSKSQ",4,2,"Greed"
"R_1jT9tRMXXwXuYy3",3,1,"not enough knowledge"
"R_1jT9tRMXXwXuYy3",3,2,"I don't know"
"R_2dheRVkjhdKolgm",4,1,"no choice"
"R_2dheRVkjhdKolgm",4,2,"lockdown too strict"
"R_24dhIPW7T4i0JiK",3,1,"An unprecedented situation and all outcomes could not have been foreseen"
"R_24dhIPW7T4i0JiK",3,2,"Employers should take soem of the responsibility"
"R_8tTdAnbw6f3v9TP",2,1,"The government did not cause the pandemic so they shouldn't have to fix things"
"R_8tTdAnbw6f3v9TP",2,2,"The government should just raise universal credit like they did in the pandemic and keep it at that level"
"R_2AEUYNOsRqzliob",2,1,"Government cannot be responsible for everything"
"R_2AEUYNOsRqzliob",2,2,"It was a global pandemic"
"R_PCiNucCQ879Y0Ux",4,1,"lockdown"
"R_PCiNucCQ879Y0Ux",4,2,"recovery afterwards"
"R_0r2wds0H3rUDBrX",1,1,"The government didnt cause the pandemic"
"R_0r2wds0H3rUDBrX",1,2,"The government were not responsible for deaths during the pandemic"
"R_22n3W3db9tQFDFG",3,1,"The pandemic was something new and never seen before in 100 years"
"R_22n3W3db9tQFDFG",3,2,"Although there were mistakes made, there were also good decisions made."
"R_33kvKy0FiN6pSzr",4,1,"Price rises in food and fuel"
"R_33kvKy0FiN6pSzr",4,2,"Not taxing corporations the right amount"
"R_2PAK3jRNnPPpVoP",3,1,"Help was given to all that needed it, it seems"
"R_2PAK3jRNnPPpVoP",3,2,"Unsure"
"R_1QAdlQcyTq7TwoY",2,1,"the government does not control the equality of people"
"R_1QAdlQcyTq7TwoY",2,2,"how much of a burden that is caused is based on the previous standards of an individual"
"R_2uwdV7hRTMzFViy",5,1,"They were responsible for grants"
"R_2uwdV7hRTMzFViy",5,2,"Did not assist the poorer adequately"
"R_1IKSkdeu7Fwm6Q3",2,1,"this was a NEW issue that no one had dealt with before"
"R_1IKSkdeu7Fwm6Q3",2,2,"The governmen did its best to provide vaccines for rich and poor alike"
"R_1KeymzD4C3PtoL5",2,1,"The government is not responsible for every single persons job"
"R_1KeymzD4C3PtoL5",2,2,"Some higher income groups were also affected e.g entertainment industry (theates/arts/live performances)"
"R_0cy50UM2DJHyRZD",5,1,"People losing pay"
"R_0cy50UM2DJHyRZD",5,2,"Poorest families becoming more isolated and deprived"
"R_1r8k00FHqOGiNLE",4,1,"they lost millions in ppe"
"R_1r8k00FHqOGiNLE",4,2,"some mps are involved with some of the companies"
"R_2aWsLlgbPiD0fQt",4,1,"The government is responsible for the welfare of the entire poulation"
"R_2aWsLlgbPiD0fQt",4,2,"The government should have put effective safeguards in place to prevent apparent fraud claims for business continuation."
"R_2fdMNpNjVjxtiFT",5,1,"There was too much help for businesses"
"R_2fdMNpNjVjxtiFT",5,2,"Too little help for home owners."
"R_2COCM0Gr0i6pAjk",5,1,"Short-sighted residual effects on the poor"
"R_2COCM0Gr0i6pAjk",5,2,"unequal decisions to save face"
"R_1It4w9LA2WfMcjg",4,1,"Lack of support for lowest earners"
"R_1It4w9LA2WfMcjg",4,2,"Lucrative contracts to wealthy cronies"
"R_3ktzIgUFzAHhRyT",4,1,"They pusshed through and mishandled Brexit which caused extra burdens on the UK economy at a time when we would most definitely have been better together"
"R_3ktzIgUFzAHhRyT",4,2,"Their public service policies weakened the ability of central and local govt to respond to the pandemic forcing more people on lower incomes into positions where they were unable to isolate and stay safe"
"R_2zl21MpMosSySmH",4,1,"wasted money on ppe"
"R_2zl21MpMosSySmH",4,2,"too many false claims for furlough"
"R_3g58T1veNPP2xmt",1,1,"everyone had the same entitlement to healthcare including vaccinces"
"R_3g58T1veNPP2xmt",1,2,"job retention expenditure was subject to a cap to disadvantage high earners"
"R_r0YUrLdbuvqylah",2,1,"Government has little control in short term"
"R_r0YUrLdbuvqylah",2,2,"Economic pressures responsible, not Government"
"R_2duPo1vZ3Cczkm0",4,1,"Pre Covid inequalities caused this to be the case"
"R_2duPo1vZ3Cczkm0",4,2,"Social economic problems directly caused by policy"
"R_1HqInDAEeEKQCxQ",4,1,"Rich people had no worries"
"R_1HqInDAEeEKQCxQ",4,2,"Poor people had to live of paltry handouts"
"R_3qyex41IQewrSJh",2,1,"Government didn't cause covid"
"R_3qyex41IQewrSJh",2,2,"Government did a lot to help lower earners during pandemic"
"R_xiy8wi5VKxlAxot",4,1,"unfair welfare benefits"
"R_xiy8wi5VKxlAxot",4,2,"favouring friends"
"R_24DjEjlWnknGcSE",4,1,"need to raise  wage"
"R_24DjEjlWnknGcSE",4,2,"early pensions"
"R_2CpRweafQjVekQo",2,1,"not the governments fault that we had a pandemic"
"R_2CpRweafQjVekQo",2,2,"the government did what they could for a situation that was new to all"
"R_yR1HdCS7YK9Vjrz",2,1,"don’t agree that the government was responsible for the unequal burden. Government did its best in very trying circumstances"
"R_yR1HdCS7YK9Vjrz",2,2,"covid infections affected all classes of society"
"R_Oy9q9uIKJ3Qw1i1",4,1,"Payment of furlough"
"R_Oy9q9uIKJ3Qw1i1",4,2,"Not enough accountability"
"R_2Pu7bi6WmrrUhpE",3,1,"Govt did not cause the pandemic"
"R_2Pu7bi6WmrrUhpE",3,2,"No one could have predicted in March 2020 how things would turn out"
"R_3emoE0tkpwJHp3f",2,1,"Unemployment was inevitable so not government’s fault"
"R_3emoE0tkpwJHp3f",2,2,"Decisions were made in good faith so it’s not the government’s fault they were fooled, conned eg PPE being inadequate"
"R_3snMYSm4ZRbZryn",2,1,"-99"
"R_3snMYSm4ZRbZryn",2,2,"-99"
"R_XAGchxPuZGvgbbX",4,1,"Giving contracts to fellow millionaires"
"R_XAGchxPuZGvgbbX",4,2,"Allowing companies to make large profits"
"R_12DplqUvD78syiy",4,1,"largely unable to work from home"
"R_12DplqUvD78syiy",4,2,"more likely to lose their job"
"R_2feuJL57nJ04h8V",2,1,"covid payments were available for amyone in the correct situation whatever their level ion society"
"R_2feuJL57nJ04h8V",2,2,"gov should have cracked down on fraudulent claims"
"R_1LOJMJXcmyrkfJw",5,1,"Lockdown was not required, it bankrupted some companies"
"R_1LOJMJXcmyrkfJw",5,2,"They wasted tax payers money on faulty PPE"
"R_2uQUwBTp33sZKxI",4,1,"As mentioned, lower paid can less easily adapt to working from home"
"R_2uQUwBTp33sZKxI",4,2,"Leading to higher loss of income"
"R_22tsNFSEBYlh3w4",4,1,"lower scale jobs were hit hardest"
"R_22tsNFSEBYlh3w4",4,2,"working from home generally benefitted middle to high rate jobs"
"R_23WgmGwGtvGUH2G",4,1,"Only government had the power to make better policy"
"R_23WgmGwGtvGUH2G",4,2,"Government contracts awarded unequally created huge profits for selected companies... while ordinary people had no option..."
"R_1ityLUxWsh8GYrF",3,1,"The pandemic was not caused by the government"
"R_1ityLUxWsh8GYrF",3,2,"Everyone had access to vaccines equally"
"R_2arDhN3tnS2hywW",4,1,"Parts of our society rely on a monthly wage, they have no reserves. Closing business down was unfair to them"
"R_2arDhN3tnS2hywW",4,2,"WE should have followed the Seden's model when it came to lock down."
"R_11Z365KnlWWC34X",4,1,"The government were not clear about everything during the pandemic. PPE was made and some wealthy people benefited from it"
"R_11Z365KnlWWC34X",4,2,"The government made the decide between wealthy and working class larger during pandemic due to profiting from power companies"
"R_eVb2Buud8G6accp",5,1,"They did not sort out the problem quickly enough."
"R_eVb2Buud8G6accp",5,2,"They look after the rich more than the poor."
"R_xo0WmQhq9VlPoSR",5,1,"Poorer people are paying now for the incompetence of the government where they wasted millions of pounds purchasing worthless PPE."
"R_xo0WmQhq9VlPoSR",5,2,"Liz Truss' mishandling of the economy has cost the taxpayer even more in that we are having to pay for the aftermath of the pandemic through higher inflation."
"R_QhrDN8zSoH0xKhj",4,1,"the government decided who it should help during covid and people were not helped equally."
"R_QhrDN8zSoH0xKhj",4,2,"The government did not fully control where they gave money to businesses nor checked that this was being passed on to employees"
"R_24l4MntFoPHLm4Z",3,1,"they did give generous help in certain areas"
"R_24l4MntFoPHLm4Z",3,2,"but not always the correct groups of people were supported"
"R_cH1oKtcIyIjJL8d",4,1,"People in poorer paid jobs often could not work from home, eg retail so lost their jobs"
"R_cH1oKtcIyIjJL8d",4,2,"2 separate issues, not sure what else the government could have done"
"R_2VrNrLNMDqz1jxR",3,1,"I don’t know the answer to this question"
"R_2VrNrLNMDqz1jxR",3,2,"I don’t know an answer to this question"
"R_3fIhE7fM1KX7vmR",3,1,"Some industries employing lower paid workers actually kept going i.e, delivery drivers were still getting paid."
"R_3fIhE7fM1KX7vmR",3,2,"I actually didn't believe in having a lockdown but nearly all governments around the world did the same.  A lot of people who were already unemployed would have been able to stay at home as they always had done so they were more protected than some others."
"R_2fr2IdnYPjzc2vP",3,1,"certain industries benefitted, eg transport of goods"
"R_2fr2IdnYPjzc2vP",3,2,"certain industries struggled, eg entertainment"
"R_1253belmb1xlgpb",5,1,"The government was weak with taxation policies of corporations"
"R_1253belmb1xlgpb",5,2,"The government has been generally incompetent in its financial management of the economy"
"R_2y12TROdr7AZF9x",4,1,"Lockdown rules enabled office based workers to work from home. Workers in other occupations, e.g. factories could not work & had a 20% pay cut, also not able to work overtime."
"R_2y12TROdr7AZF9x",4,2,"Government awarded contracts for supply of PPE & running contract tracing services to private companies which pay proportionally lower wages than public sector."
"R_1n3CtJBzKylzb6Q",2,1,"The rate of unemployment is high, plenty of jobs"
"R_1n3CtJBzKylzb6Q",2,2,"Support was available from the government"
"R_vU2MomZ63t5lgel",2,1,"The poorer element of society existed before the pandemic."
"R_vU2MomZ63t5lgel",2,2,"The unequal burden had complex causes, not simply government policies."
"R_3h3CL6IwjObGAKf",4,1,"Imposing a total lockdown causing Business's to fail"
"R_3h3CL6IwjObGAKf",4,2,"Restricting the movement of people."
"R_1QmH3oos4zBZ0xg",3,1,"Companies who didn’t need to were able to take advantage of girlie schemes and lians"
"R_1QmH3oos4zBZ0xg",3,2,"Contracts being given to rich people with no expertise rather than smaller companies who needed the work to keep afloat"
"R_yNEBsA4oofGeb05",4,1,"Poorer workers less likely to be able to work from home so should have had a Govt payment if they had to go to work"
"R_yNEBsA4oofGeb05",4,2,"Higher statutory sick pay should have been paid to stop infected people working when they should have been isolating"
"R_1NCYnwQPgCJyny6",1,1,"The pandemic wasn’t the governments doing"
"R_1NCYnwQPgCJyny6",1,2,"A lot of people took advantage of furlow"
"R_1M3BkxDhPfM9QxM",5,1,"they gave away ppe contracts to their cronies and money was wasted when a lot of it was unusable"
"R_1M3BkxDhPfM9QxM",5,2,"they didn't invest properly in frontline services"
"R_3MG7BNc9oHdlWMl",3,1,"people in lower paid jobs such as cleaners and hospitality weren't needed during lockdowns but were able to get government furlough"
"R_3MG7BNc9oHdlWMl",3,2,"The government weren't responsible for businesses failing during lockdowns. They could only help to a point."
"R_24l1yvTifWuztR8",5,1,"Govt cronies were given contracts which were paid too highly and not fulfilled."
"R_24l1yvTifWuztR8",5,2,"Furlough was not compensated at the full rate of pay which affected the wealthy far less."
"R_2v9bl67aufgG1Oq",1,1,"Luck of the draw"
"R_2v9bl67aufgG1Oq",1,2,"Stop bashing the Conservatives - it wasn't their fault"
